no,gender,age,height,weight,bmi,griffith,sensitivity,preference,environment,season,ta,hr,va,date,time
16.0,1.0,23.0,180.0,70.0,21.6,2.27,1.0,-1.0,-1.0,0.0,23.6,64,0.96,386,3
18.0,0.0,22.0,163.0,48.0,18.07,1.09,1.0,-1.0,-1.0,0.0,23.0,64,1.08,386,0
18.0,0.0,22.0,163.0,48.0,18.07,1.09,1.0,-1.0,-1.0,0.0,23.13,64,0.72,386,1
18.0,0.0,22.0,163.0,48.0,18.07,1.09,1.0,-1.0,-1.0,0.0,23.39,64,0.48,386,2
18.0,0.0,22.0,163.0,48.0,18.07,1.09,1.0,-1.0,-1.0,0.0,23.82,64,0.96,386,3
30.0,1.0,31.0,180.0,66.0,20.37,0.59,1.0,0.0,1.0,0.0,23.0,64,0.6,386,0
30.0,1.0,31.0,180.0,66.0,20.37,0.59,1.0,0.0,1.0,0.0,23.79,64,0.84,386,1
30.0,1.0,31.0,180.0,66.0,20.37,0.59,1.0,0.0,1.0,0.0,23.96,64,0.24,386,2
30.0,1.0,31.0,180.0,66.0,20.37,0.59,1.0,0.0,1.0,0.0,23.8,64,0.72,386,3
43.0,0.0,28.0,161.0,57.0,21.99,0.44,1.0,1.0,0.0,0.0,23.0,64,0.0,386,0
43.0,0.0,28.0,161.0,57.0,21.99,0.44,1.0,1.0,0.0,0.0,23.4,64,0.48,386,1
43.0,0.0,28.0,161.0,57.0,21.99,0.44,1.0,1.0,0.0,0.0,23.09,64,0.24,386,2
43.0,0.0,28.0,161.0,57.0,21.99,0.44,1.0,1.0,0.0,0.0,23.8,64,1.08,386,3
46.0,1.0,22.0,179.0,77.0,24.03,0.89,1.0,1.0,1.0,0.0,23.0,64,0.72,386,0
46.0,1.0,22.0,179.0,77.0,24.03,0.89,1.0,1.0,1.0,0.0,23.97,64,0.72,386,1
46.0,1.0,22.0,179.0,77.0,24.03,0.89,1.0,1.0,1.0,0.0,23.15,64,0.96,386,2
46.0,1.0,22.0,179.0,77.0,24.03,0.89,1.0,1.0,1.0,0.0,23.08,64,0.0,386,3
49.0,0.0,23.0,170.0,60.0,20.76,0.88,1.0,-1.0,-1.0,0.0,23.0,64,0.72,386,0
49.0,0.0,23.0,170.0,60.0,20.76,0.88,1.0,-1.0,-1.0,0.0,23.78,64,0.84,386,1
49.0,0.0,23.0,170.0,60.0,20.76,0.88,1.0,-1.0,-1.0,0.0,23.43,64,0.48,386,2
49.0,0.0,23.0,170.0,60.0,20.76,0.88,1.0,-1.0,-1.0,0.0,23.84,64,0.0,386,3
51.0,0.0,23.0,163.0,55.0,20.7,0.89,1.0,-1.0,-1.0,0.0,23.0,64,0.72,386,0
51.0,0.0,23.0,163.0,55.0,20.7,0.89,1.0,-1.0,-1.0,0.0,23.76,64,0.48,386,1
51.0,0.0,23.0,163.0,55.0,20.7,0.89,1.0,-1.0,-1.0,0.0,23.18,64,0.36,386,2
51.0,0.0,23.0,163.0,55.0,20.7,0.89,1.0,-1.0,-1.0,0.0,23.5,64,0.96,386,3
8.0,0.0,28.0,168.0,54.0,19.13,0.49,1.0,0.0,1.0,0.0,23.5,64,0.72,387,0
8.0,0.0,28.0,168.0,54.0,19.13,0.49,1.0,0.0,1.0,0.0,24.03,64,0.72,387,1
8.0,0.0,28.0,168.0,54.0,19.13,0.49,1.0,0.0,1.0,0.0,24.34,64,0.24,387,2
8.0,0.0,28.0,168.0,54.0,19.13,0.49,1.0,0.0,1.0,0.0,24.07,64,1.08,387,3
9.0,1.0,22.0,180.0,65.0,20.06,1.05,1.0,-1.0,-1.0,0.0,23.5,64,0.6,387,0
9.0,1.0,22.0,180.0,65.0,20.06,1.05,1.0,-1.0,-1.0,0.0,23.86,64,0.84,387,1
9.0,1.0,22.0,180.0,65.0,20.06,1.05,1.0,-1.0,-1.0,0.0,24.48,64,1.08,387,2
9.0,1.0,22.0,180.0,65.0,20.06,1.05,1.0,-1.0,-1.0,0.0,23.8,64,0.84,387,3
14.0,1.0,24.0,181.0,70.0,21.37,1.16,1.0,-1.0,1.0,0.0,23.5,64,0.72,387,0
14.0,1.0,24.0,181.0,70.0,21.37,1.16,1.0,-1.0,1.0,0.0,24.04,64,1.2,387,1
14.0,1.0,24.0,181.0,70.0,21.37,1.16,1.0,-1.0,1.0,0.0,23.58,64,0.96,387,2
14.0,1.0,24.0,181.0,70.0,21.37,1.16,1.0,-1.0,1.0,0.0,24.14,64,0.72,387,3
16.0,1.0,23.0,180.0,70.0,21.6,2.27,1.0,-1.0,-1.0,0.0,23.5,64,1.08,387,0
16.0,1.0,23.0,180.0,70.0,21.6,2.27,1.0,-1.0,-1.0,0.0,23.63,64,0.12,387,1
16.0,1.0,23.0,180.0,70.0,21.6,2.27,1.0,-1.0,-1.0,0.0,23.79,64,0.84,387,2
16.0,1.0,23.0,180.0,70.0,21.6,2.27,1.0,-1.0,-1.0,0.0,23.72,64,0.6,387,3
18.0,0.0,22.0,163.0,48.0,18.07,1.09,1.0,-1.0,-1.0,0.0,23.5,64,0.72,387,0
18.0,0.0,22.0,163.0,48.0,18.07,1.09,1.0,-1.0,-1.0,0.0,24.34,64,0.84,387,1
18.0,0.0,22.0,163.0,48.0,18.07,1.09,1.0,-1.0,-1.0,0.0,24.41,64,0.36,387,2
18.0,0.0,22.0,163.0,48.0,18.07,1.09,1.0,-1.0,-1.0,0.0,24.09,64,1.2,387,3
30.0,1.0,31.0,180.0,66.0,20.37,0.59,1.0,0.0,1.0,0.0,23.5,64,0.36,387,0
30.0,1.0,31.0,180.0,66.0,20.37,0.59,1.0,0.0,1.0,0.0,23.84,64,0.0,387,1
30.0,1.0,31.0,180.0,66.0,20.37,0.59,1.0,0.0,1.0,0.0,23.83,64,0.84,387,2
30.0,1.0,31.0,180.0,66.0,20.37,0.59,1.0,0.0,1.0,0.0,23.67,64,0.36,387,3
43.0,0.0,28.0,161.0,57.0,21.99,0.44,1.0,1.0,0.0,0.0,23.5,64,0.12,387,0
43.0,0.0,28.0,161.0,57.0,21.99,0.44,1.0,1.0,0.0,0.0,23.78,64,0.96,387,1
43.0,0.0,28.0,161.0,57.0,21.99,0.44,1.0,1.0,0.0,0.0,23.9,64,0.6,387,2
43.0,0.0,28.0,161.0,57.0,21.99,0.44,1.0,1.0,0.0,0.0,24.05,64,0.0,387,3
46.0,1.0,22.0,179.0,77.0,24.03,0.89,1.0,1.0,1.0,0.0,23.5,64,1.08,387,0
46.0,1.0,22.0,179.0,77.0,24.03,0.89,1.0,1.0,1.0,0.0,23.77,64,0.96,387,1
46.0,1.0,22.0,179.0,77.0,24.03,0.89,1.0,1.0,1.0,0.0,23.79,64,0.24,387,2
46.0,1.0,22.0,179.0,77.0,24.03,0.89,1.0,1.0,1.0,0.0,23.57,64,1.2,387,3
49.0,0.0,23.0,170.0,60.0,20.76,0.88,1.0,-1.0,-1.0,0.0,23.5,64,1.08,387,0
49.0,0.0,23.0,170.0,60.0,20.76,0.88,1.0,-1.0,-1.0,0.0,23.84,64,1.08,387,1
49.0,0.0,23.0,170.0,60.0,20.76,0.88,1.0,-1.0,-1.0,0.0,24.36,64,0.84,387,2
49.0,0.0,23.0,170.0,60.0,20.76,0.88,1.0,-1.0,-1.0,0.0,23.79,64,0.48,387,3
51.0,0.0,23.0,163.0,55.0,20.7,0.89,1.0,-1.0,-1.0,0.0,23.5,64,1.08,387,0
51.0,0.0,23.0,163.0,55.0,20.7,0.89,1.0,-1.0,-1.0,0.0,24.25,64,0.0,387,1
51.0,0.0,23.0,163.0,55.0,20.7,0.89,1.0,-1.0,-1.0,0.0,23.98,64,1.2,387,2
51.0,0.0,23.0,163.0,55.0,20.7,0.89,1.0,-1.0,-1.0,0.0,23.87,64,0.36,387,3
8.0,0.0,28.0,168.0,54.0,19.13,0.49,1.0,0.0,1.0,0.0,24.0,64,0.24,388,0
8.0,0.0,28.0,168.0,54.0,19.13,0.49,1.0,0.0,1.0,0.0,24.52,64,0.84,388,1
8.0,0.0,28.0,168.0,54.0,19.13,0.49,1.0,0.0,1.0,0.0,24.9,64,0.24,388,2
8.0,0.0,28.0,168.0,54.0,19.13,0.49,1.0,0.0,1.0,0.0,24.27,64,0.96,388,3
9.0,1.0,22.0,180.0,65.0,20.06,1.05,1.0,-1.0,-1.0,0.0,24.0,64,0.72,388,0
9.0,1.0,22.0,180.0,65.0,20.06,1.05,1.0,-1.0,-1.0,0.0,24.51,64,1.2,388,1
9.0,1.0,22.0,180.0,65.0,20.06,1.05,1.0,-1.0,-1.0,0.0,24.48,64,0.12,388,2
9.0,1.0,22.0,180.0,65.0,20.06,1.05,1.0,-1.0,-1.0,0.0,24.88,64,0.72,388,3
14.0,1.0,24.0,181.0,70.0,21.37,1.16,1.0,-1.0,1.0,0.0,24.0,64,0.72,388,0
14.0,1.0,24.0,181.0,70.0,21.37,1.16,1.0,-1.0,1.0,0.0,24.4,64,0.84,388,1
14.0,1.0,24.0,181.0,70.0,21.37,1.16,1.0,-1.0,1.0,0.0,24.21,64,0.12,388,2
14.0,1.0,24.0,181.0,70.0,21.37,1.16,1.0,-1.0,1.0,0.0,24.81,64,0.24,388,3
16.0,1.0,23.0,180.0,70.0,21.6,2.27,1.0,-1.0,-1.0,0.0,24.0,64,0.36,388,0
16.0,1.0,23.0,180.0,70.0,21.6,2.27,1.0,-1.0,-1.0,0.0,24.94,64,0.96,388,1
16.0,1.0,23.0,180.0,70.0,21.6,2.27,1.0,-1.0,-1.0,0.0,24.04,64,0.36,388,2
16.0,1.0,23.0,180.0,70.0,21.6,2.27,1.0,-1.0,-1.0,0.0,24.31,64,1.08,388,3
18.0,0.0,22.0,163.0,48.0,18.07,1.09,1.0,-1.0,-1.0,0.0,24.0,64,0.6,388,0
18.0,0.0,22.0,163.0,48.0,18.07,1.09,1.0,-1.0,-1.0,0.0,24.54,64,0.48,388,1
18.0,0.0,22.0,163.0,48.0,18.07,1.09,1.0,-1.0,-1.0,0.0,24.95,64,0.36,388,2
18.0,0.0,22.0,163.0,48.0,18.07,1.09,1.0,-1.0,-1.0,0.0,24.52,64,0.0,388,3
30.0,1.0,31.0,180.0,66.0,20.37,0.59,1.0,0.0,1.0,0.0,24.0,64,0.24,388,0
30.0,1.0,31.0,180.0,66.0,20.37,0.59,1.0,0.0,1.0,0.0,24.03,64,0.84,388,1
30.0,1.0,31.0,180.0,66.0,20.37,0.59,1.0,0.0,1.0,0.0,24.44,64,0.12,388,2
30.0,1.0,31.0,180.0,66.0,20.37,0.59,1.0,0.0,1.0,0.0,24.63,64,0.84,388,3
43.0,0.0,28.0,161.0,57.0,21.99,0.44,1.0,1.0,0.0,0.0,24.0,64,0.12,388,0
43.0,0.0,28.0,161.0,57.0,21.99,0.44,1.0,1.0,0.0,0.0,24.38,64,0.72,388,1
43.0,0.0,28.0,161.0,57.0,21.99,0.44,1.0,1.0,0.0,0.0,24.81,64,1.08,388,2
43.0,0.0,28.0,161.0,57.0,21.99,0.44,1.0,1.0,0.0,0.0,24.23,64,0.48,388,3
46.0,1.0,22.0,179.0,77.0,24.03,0.89,1.0,1.0,1.0,0.0,24.0,64,0.48,388,0
46.0,1.0,22.0,179.0,77.0,24.03,0.89,1.0,1.0,1.0,0.0,24.09,64,0.84,388,1
46.0,1.0,22.0,179.0,77.0,24.03,0.89,1.0,1.0,1.0,0.0,24.86,64,0.84,388,2
46.0,1.0,22.0,179.0,77.0,24.03,0.89,1.0,1.0,1.0,0.0,24.46,64,1.08,388,3
49.0,0.0,23.0,170.0,60.0,20.76,0.88,1.0,-1.0,-1.0,0.0,24.0,64,0.84,388,0
49.0,0.0,23.0,170.0,60.0,20.76,0.88,1.0,-1.0,-1.0,0.0,24.08,64,0.48,388,1
49.0,0.0,23.0,170.0,60.0,20.76,0.88,1.0,-1.0,-1.0,0.0,24.76,64,0.84,388,2
49.0,0.0,23.0,170.0,60.0,20.76,0.88,1.0,-1.0,-1.0,0.0,24.55,64,0.72,388,3
51.0,0.0,23.0,163.0,55.0,20.7,0.89,1.0,-1.0,-1.0,0.0,24.0,64,0.48,388,0
51.0,0.0,23.0,163.0,55.0,20.7,0.89,1.0,-1.0,-1.0,0.0,24.67,64,0.36,388,1
51.0,0.0,23.0,163.0,55.0,20.7,0.89,1.0,-1.0,-1.0,0.0,24.51,64,0.36,388,2
51.0,0.0,23.0,163.0,55.0,20.7,0.89,1.0,-1.0,-1.0,0.0,24.42,64,0.36,388,3
8.0,0.0,28.0,168.0,54.0,19.13,0.49,1.0,0.0,1.0,0.0,24.5,64,0.12,389,0
8.0,0.0,28.0,168.0,54.0,19.13,0.49,1.0,0.0,1.0,0.0,25.29,64,0.24,389,1
8.0,0.0,28.0,168.0,54.0,19.13,0.49,1.0,0.0,1.0,0.0,24.93,64,0.84,389,2
8.0,0.0,28.0,168.0,54.0,19.13,0.49,1.0,0.0,1.0,0.0,24.73,64,1.08,389,3
9.0,1.0,22.0,180.0,65.0,20.06,1.05,1.0,-1.0,-1.0,0.0,24.5,64,0.12,389,0
9.0,1.0,22.0,180.0,65.0,20.06,1.05,1.0,-1.0,-1.0,0.0,25.04,64,0.12,389,1
9.0,1.0,22.0,180.0,65.0,20.06,1.05,1.0,-1.0,-1.0,0.0,24.78,64,0.96,389,2
9.0,1.0,22.0,180.0,65.0,20.06,1.05,1.0,-1.0,-1.0,0.0,24.99,64,1.08,389,3
14.0,1.0,24.0,181.0,70.0,21.37,1.16,1.0,-1.0,1.0,0.0,24.5,64,0.24,389,0
14.0,1.0,24.0,181.0,70.0,21.37,1.16,1.0,-1.0,1.0,0.0,24.64,64,0.96,389,1
14.0,1.0,24.0,181.0,70.0,21.37,1.16,1.0,-1.0,1.0,0.0,24.66,64,0.6,389,2
14.0,1.0,24.0,181.0,70.0,21.37,1.16,1.0,-1.0,1.0,0.0,25.05,64,0.48,389,3
16.0,1.0,23.0,180.0,70.0,21.6,2.27,1.0,-1.0,-1.0,0.0,24.5,64,0.48,389,0
16.0,1.0,23.0,180.0,70.0,21.6,2.27,1.0,-1.0,-1.0,0.0,24.99,64,0.12,389,1
16.0,1.0,23.0,180.0,70.0,21.6,2.27,1.0,-1.0,-1.0,0.0,25.18,64,1.2,389,2
16.0,1.0,23.0,180.0,70.0,21.6,2.27,1.0,-1.0,-1.0,0.0,25.16,64,0.48,389,3
18.0,0.0,22.0,163.0,48.0,18.07,1.09,1.0,-1.0,-1.0,0.0,24.5,64,0.12,389,0
18.0,0.0,22.0,163.0,48.0,18.07,1.09,1.0,-1.0,-1.0,0.0,25.36,64,0.36,389,1
18.0,0.0,22.0,163.0,48.0,18.07,1.09,1.0,-1.0,-1.0,0.0,24.92,64,0.96,389,2
18.0,0.0,22.0,163.0,48.0,18.07,1.09,1.0,-1.0,-1.0,0.0,24.56,64,1.2,389,3
30.0,1.0,31.0,180.0,66.0,20.37,0.59,1.0,0.0,1.0,0.0,24.5,64,0.48,389,0
30.0,1.0,31.0,180.0,66.0,20.37,0.59,1.0,0.0,1.0,0.0,25.3,64,0.84,389,1
30.0,1.0,31.0,180.0,66.0,20.37,0.59,1.0,0.0,1.0,0.0,24.73,64,0.84,389,2
30.0,1.0,31.0,180.0,66.0,20.37,0.59,1.0,0.0,1.0,0.0,25.21,64,0.72,389,3
43.0,0.0,28.0,161.0,57.0,21.99,0.44,1.0,1.0,0.0,0.0,24.5,64,0.12,389,0
43.0,0.0,28.0,161.0,57.0,21.99,0.44,1.0,1.0,0.0,0.0,24.9,64,0.36,389,1
43.0,0.0,28.0,161.0,57.0,21.99,0.44,1.0,1.0,0.0,0.0,25.24,64,0.96,389,2
43.0,0.0,28.0,161.0,57.0,21.99,0.44,1.0,1.0,0.0,0.0,25.22,64,1.08,389,3
46.0,1.0,22.0,179.0,77.0,24.03,0.89,1.0,1.0,1.0,0.0,24.5,64,0.96,389,0
46.0,1.0,22.0,179.0,77.0,24.03,0.89,1.0,1.0,1.0,0.0,24.54,64,0.72,389,1
46.0,1.0,22.0,179.0,77.0,24.03,0.89,1.0,1.0,1.0,0.0,25.15,64,0.84,389,2
46.0,1.0,22.0,179.0,77.0,24.03,0.89,1.0,1.0,1.0,0.0,24.74,64,0.6,389,3
49.0,0.0,23.0,170.0,60.0,20.76,0.88,1.0,-1.0,-1.0,0.0,24.5,64,0.48,389,0
49.0,0.0,23.0,170.0,60.0,20.76,0.88,1.0,-1.0,-1.0,0.0,25.25,64,0.24,389,1
49.0,0.0,23.0,170.0,60.0,20.76,0.88,1.0,-1.0,-1.0,0.0,24.6,64,0.48,389,2
49.0,0.0,23.0,170.0,60.0,20.76,0.88,1.0,-1.0,-1.0,0.0,25.49,64,0.36,389,3
51.0,0.0,23.0,163.0,55.0,20.7,0.89,1.0,-1.0,-1.0,0.0,24.5,64,0.0,389,0
51.0,0.0,23.0,163.0,55.0,20.7,0.89,1.0,-1.0,-1.0,0.0,25.05,64,0.96,389,1
51.0,0.0,23.0,163.0,55.0,20.7,0.89,1.0,-1.0,-1.0,0.0,25.06,64,0.96,389,2
51.0,0.0,23.0,163.0,55.0,20.7,0.89,1.0,-1.0,-1.0,0.0,24.52,64,0.36,389,3
8.0,0.0,28.0,168.0,54.0,19.13,0.49,1.0,0.0,1.0,0.0,25.0,64,0.48,390,0
8.0,0.0,28.0,168.0,54.0,19.13,0.49,1.0,0.0,1.0,0.0,25.42,64,0.96,390,1
8.0,0.0,28.0,168.0,54.0,19.13,0.49,1.0,0.0,1.0,0.0,25.87,64,0.48,390,2
8.0,0.0,28.0,168.0,54.0,19.13,0.49,1.0,0.0,1.0,0.0,25.25,64,0.72,390,3
9.0,1.0,22.0,180.0,65.0,20.06,1.05,1.0,-1.0,-1.0,0.0,25.0,64,0.84,390,0
9.0,1.0,22.0,180.0,65.0,20.06,1.05,1.0,-1.0,-1.0,0.0,25.72,64,0.96,390,1
9.0,1.0,22.0,180.0,65.0,20.06,1.05,1.0,-1.0,-1.0,0.0,25.18,64,0.6,390,2
9.0,1.0,22.0,180.0,65.0,20.06,1.05,1.0,-1.0,-1.0,0.0,25.45,64,0.36,390,3
14.0,1.0,24.0,181.0,70.0,21.37,1.16,1.0,-1.0,1.0,0.0,25.0,64,0.6,390,0
14.0,1.0,24.0,181.0,70.0,21.37,1.16,1.0,-1.0,1.0,0.0,25.5,64,0.72,390,1
14.0,1.0,24.0,181.0,70.0,21.37,1.16,1.0,-1.0,1.0,0.0,25.3,64,0.96,390,2
14.0,1.0,24.0,181.0,70.0,21.37,1.16,1.0,-1.0,1.0,0.0,25.52,64,0.84,390,3
16.0,1.0,23.0,180.0,70.0,21.6,2.27,1.0,-1.0,-1.0,0.0,25.0,64,0.12,390,0
16.0,1.0,23.0,180.0,70.0,21.6,2.27,1.0,-1.0,-1.0,0.0,25.52,64,0.6,390,1
16.0,1.0,23.0,180.0,70.0,21.6,2.27,1.0,-1.0,-1.0,0.0,25.04,64,0.6,390,2
16.0,1.0,23.0,180.0,70.0,21.6,2.27,1.0,-1.0,-1.0,0.0,25.51,64,0.72,390,3
18.0,0.0,22.0,163.0,48.0,18.07,1.09,1.0,-1.0,-1.0,0.0,25.0,64,0.6,390,0
18.0,0.0,22.0,163.0,48.0,18.07,1.09,1.0,-1.0,-1.0,0.0,25.36,64,0.36,390,1
18.0,0.0,22.0,163.0,48.0,18.07,1.09,1.0,-1.0,-1.0,0.0,25.4,64,0.12,390,2
18.0,0.0,22.0,163.0,48.0,18.07,1.09,1.0,-1.0,-1.0,0.0,25.58,64,0.72,390,3
30.0,1.0,31.0,180.0,66.0,20.37,0.59,1.0,0.0,1.0,0.0,25.0,64,1.2,390,0
30.0,1.0,31.0,180.0,66.0,20.37,0.59,1.0,0.0,1.0,0.0,25.06,64,0.36,390,1
30.0,1.0,31.0,180.0,66.0,20.37,0.59,1.0,0.0,1.0,0.0,25.64,64,1.08,390,2
30.0,1.0,31.0,180.0,66.0,20.37,0.59,1.0,0.0,1.0,0.0,25.97,64,0.6,390,3
43.0,0.0,28.0,161.0,57.0,21.99,0.44,1.0,1.0,0.0,0.0,25.0,64,0.72,390,0
43.0,0.0,28.0,161.0,57.0,21.99,0.44,1.0,1.0,0.0,0.0,25.0,64,0.12,390,1
43.0,0.0,28.0,161.0,57.0,21.99,0.44,1.0,1.0,0.0,0.0,25.94,64,0.84,390,2
43.0,0.0,28.0,161.0,57.0,21.99,0.44,1.0,1.0,0.0,0.0,26.0,64,0.36,390,3
46.0,1.0,22.0,179.0,77.0,24.03,0.89,1.0,1.0,1.0,0.0,25.0,64,0.12,390,0
46.0,1.0,22.0,179.0,77.0,24.03,0.89,1.0,1.0,1.0,0.0,25.63,64,0.84,390,1
46.0,1.0,22.0,179.0,77.0,24.03,0.89,1.0,1.0,1.0,0.0,25.77,64,0.36,390,2
46.0,1.0,22.0,179.0,77.0,24.03,0.89,1.0,1.0,1.0,0.0,25.49,64,0.12,390,3
49.0,0.0,23.0,170.0,60.0,20.76,0.88,1.0,-1.0,-1.0,0.0,25.0,64,0.24,390,0
49.0,0.0,23.0,170.0,60.0,20.76,0.88,1.0,-1.0,-1.0,0.0,25.85,64,0.72,390,1
49.0,0.0,23.0,170.0,60.0,20.76,0.88,1.0,-1.0,-1.0,0.0,25.28,64,0.12,390,2
49.0,0.0,23.0,170.0,60.0,20.76,0.88,1.0,-1.0,-1.0,0.0,25.79,64,0.48,390,3
51.0,0.0,23.0,163.0,55.0,20.7,0.89,1.0,-1.0,-1.0,0.0,25.0,64,0.36,390,0
51.0,0.0,23.0,163.0,55.0,20.7,0.89,1.0,-1.0,-1.0,0.0,25.93,64,1.08,390,1
51.0,0.0,23.0,163.0,55.0,20.7,0.89,1.0,-1.0,-1.0,0.0,25.93,64,1.08,390,2
51.0,0.0,23.0,163.0,55.0,20.7,0.89,1.0,-1.0,-1.0,0.0,25.43,64,0.6,390,3
8.0,0.0,28.0,168.0,54.0,19.13,0.49,1.0,0.0,1.0,0.0,25.5,64,1.08,391,0
8.0,0.0,28.0,168.0,54.0,19.13,0.49,1.0,0.0,1.0,0.0,25.53,64,0.96,391,1
8.0,0.0,28.0,168.0,54.0,19.13,0.49,1.0,0.0,1.0,0.0,25.81,64,0.48,391,2
8.0,0.0,28.0,168.0,54.0,19.13,0.49,1.0,0.0,1.0,0.0,26.43,64,0.84,391,3
9.0,1.0,22.0,180.0,65.0,20.06,1.05,1.0,-1.0,-1.0,0.0,25.5,64,0.72,391,0
9.0,1.0,22.0,180.0,65.0,20.06,1.05,1.0,-1.0,-1.0,0.0,26.49,64,0.72,391,1
9.0,1.0,22.0,180.0,65.0,20.06,1.05,1.0,-1.0,-1.0,0.0,26.21,64,0.0,391,2
9.0,1.0,22.0,180.0,65.0,20.06,1.05,1.0,-1.0,-1.0,0.0,26.35,64,1.08,391,3
14.0,1.0,24.0,181.0,70.0,21.37,1.16,1.0,-1.0,1.0,0.0,25.5,64,1.08,391,0
14.0,1.0,24.0,181.0,70.0,21.37,1.16,1.0,-1.0,1.0,0.0,25.5,64,1.2,391,1
14.0,1.0,24.0,181.0,70.0,21.37,1.16,1.0,-1.0,1.0,0.0,26.39,64,0.6,391,2
14.0,1.0,24.0,181.0,70.0,21.37,1.16,1.0,-1.0,1.0,0.0,25.6,64,0.12,391,3
16.0,1.0,23.0,180.0,70.0,21.6,2.27,1.0,-1.0,-1.0,0.0,25.5,64,1.08,391,0
16.0,1.0,23.0,180.0,70.0,21.6,2.27,1.0,-1.0,-1.0,0.0,25.84,64,0.36,391,1
16.0,1.0,23.0,180.0,70.0,21.6,2.27,1.0,-1.0,-1.0,0.0,25.55,64,1.2,391,2
16.0,1.0,23.0,180.0,70.0,21.6,2.27,1.0,-1.0,-1.0,0.0,25.94,64,1.2,391,3
18.0,0.0,22.0,163.0,48.0,18.07,1.09,1.0,-1.0,-1.0,0.0,25.5,64,0.48,391,0
18.0,0.0,22.0,163.0,48.0,18.07,1.09,1.0,-1.0,-1.0,0.0,26.05,64,0.36,391,1
18.0,0.0,22.0,163.0,48.0,18.07,1.09,1.0,-1.0,-1.0,0.0,26.49,64,0.96,391,2
18.0,0.0,22.0,163.0,48.0,18.07,1.09,1.0,-1.0,-1.0,0.0,26.14,64,1.08,391,3
30.0,1.0,31.0,180.0,66.0,20.37,0.59,1.0,0.0,1.0,0.0,25.5,64,0.72,391,0
30.0,1.0,31.0,180.0,66.0,20.37,0.59,1.0,0.0,1.0,0.0,25.54,64,0.72,391,1
30.0,1.0,31.0,180.0,66.0,20.37,0.59,1.0,0.0,1.0,0.0,25.71,64,0.72,391,2
30.0,1.0,31.0,180.0,66.0,20.37,0.59,1.0,0.0,1.0,0.0,26.48,64,0.6,391,3
43.0,0.0,28.0,161.0,57.0,21.99,0.44,1.0,1.0,0.0,0.0,25.5,64,0.72,391,0
43.0,0.0,28.0,161.0,57.0,21.99,0.44,1.0,1.0,0.0,0.0,26.18,64,0.72,391,1
43.0,0.0,28.0,161.0,57.0,21.99,0.44,1.0,1.0,0.0,0.0,26.44,64,0.24,391,2
43.0,0.0,28.0,161.0,57.0,21.99,0.44,1.0,1.0,0.0,0.0,25.64,64,0.84,391,3
46.0,1.0,22.0,179.0,77.0,24.03,0.89,1.0,1.0,1.0,0.0,25.5,64,0.48,391,0
46.0,1.0,22.0,179.0,77.0,24.03,0.89,1.0,1.0,1.0,0.0,26.03,64,0.96,391,1
46.0,1.0,22.0,179.0,77.0,24.03,0.89,1.0,1.0,1.0,0.0,26.03,64,0.48,391,2
46.0,1.0,22.0,179.0,77.0,24.03,0.89,1.0,1.0,1.0,0.0,26.35,64,0.84,391,3
49.0,0.0,23.0,170.0,60.0,20.76,0.88,1.0,-1.0,-1.0,0.0,25.5,64,0.36,391,0
49.0,0.0,23.0,170.0,60.0,20.76,0.88,1.0,-1.0,-1.0,0.0,25.88,64,0.84,391,1
49.0,0.0,23.0,170.0,60.0,20.76,0.88,1.0,-1.0,-1.0,0.0,25.93,64,0.24,391,2
49.0,0.0,23.0,170.0,60.0,20.76,0.88,1.0,-1.0,-1.0,0.0,26.24,64,0.36,391,3
51.0,0.0,23.0,163.0,55.0,20.7,0.89,1.0,-1.0,-1.0,0.0,25.5,64,0.84,391,0
51.0,0.0,23.0,163.0,55.0,20.7,0.89,1.0,-1.0,-1.0,0.0,26.28,64,0.96,391,1
51.0,0.0,23.0,163.0,55.0,20.7,0.89,1.0,-1.0,-1.0,0.0,25.66,64,0.6,391,2
51.0,0.0,23.0,163.0,55.0,20.7,0.89,1.0,-1.0,-1.0,0.0,25.94,64,0.36,391,3
8.0,0.0,28.0,168.0,54.0,19.13,0.49,1.0,0.0,1.0,0.0,26.0,64,0.36,392,0
8.0,0.0,28.0,168.0,54.0,19.13,0.49,1.0,0.0,1.0,0.0,26.02,64,0.36,392,1
8.0,0.0,28.0,168.0,54.0,19.13,0.49,1.0,0.0,1.0,0.0,26.51,64,0.6,392,2
8.0,0.0,28.0,168.0,54.0,19.13,0.49,1.0,0.0,1.0,0.0,26.1,64,0.6,392,3
9.0,1.0,22.0,180.0,65.0,20.06,1.05,1.0,-1.0,-1.0,0.0,26.0,64,0.12,392,0
9.0,1.0,22.0,180.0,65.0,20.06,1.05,1.0,-1.0,-1.0,0.0,26.67,64,1.08,392,1
9.0,1.0,22.0,180.0,65.0,20.06,1.05,1.0,-1.0,-1.0,0.0,26.66,64,0.24,392,2
9.0,1.0,22.0,180.0,65.0,20.06,1.05,1.0,-1.0,-1.0,0.0,26.27,64,0.0,392,3
14.0,1.0,24.0,181.0,70.0,21.37,1.16,1.0,-1.0,1.0,0.0,26.0,64,0.96,392,0
14.0,1.0,24.0,181.0,70.0,21.37,1.16,1.0,-1.0,1.0,0.0,26.77,64,0.12,392,1
14.0,1.0,24.0,181.0,70.0,21.37,1.16,1.0,-1.0,1.0,0.0,26.07,64,0.96,392,2
